[187, 19, 20]
[188, 20, 20]
[188, 18, 19]
[188, 20, 21]
[187, 18, 18]
[186, 19, 20]
[187, 20, 20]
[187, 18, 18]
[188, 20, 20]
[187, 18, 20]
[186, 19, 19]
[189, 19, 19]
[187, 20, 20]
